,Id,EssaySet,Score1,Score2,EssayText,split,llm
452,18590,7,0,0,That rose knows wgat is going on with her family,train,Score: 1
453,17480,7,0,0,A trait that Rose can be described by is realistic.  She realizes the importance of her dad taking a job in Los Angeles because it pays three times more than what he was making.  She knows that the money will go to good use by putting his children through college.,train,Score: 2
455,18750,7,0,0,"She is from Cambodia. 'In Cambodia, our first country, what we're all doing would be quite normal.'",train,Score: 1
456,18136,7,0,0,Rose is discouraged because of the dream she has and the conversation she has with her sister.,train,Score: 1.
457,17245,7,2,2,"Rose is caring and wants to help people. When she is having a conversation with her aunt, she tries to avoid telling her that all the work she does for this family is really hard. She does this because she does not want to hurt her feelings.",train,Score: 2
458,17134,7,1,1,Rose is very understanding even when she is having a rough time.  Rose tells her sister that their dad had to go because it was a decision good for the family.  She tries to stay positive for her sister.,train,Score: 2
459,17544,7,2,2,"Rose doesn't want to hurt anyone's feelings. During the conversation between Rose and Aunt Kolab, Rose is asked if she feels 'weighed down' by everything she has to do to help her family. Rose does not answer this question, because she doesn't want to hurt her aunt's feelings.",train,Score: 2
460,17053,7,0,0,"One trait that descirbes Rose is strong. When she is talking to Anna she tells her that the reason their dad had to leave is because he needed to go and work. Instead of showing her sadness about her dad leaving, she tells Anna that he did not have any other choice. He had to leave because he needed to raise money for the family.",train,Score: 2
461,17931,7,2,2,she is caring she dosnt wanto hurt her aunts feelings by telling her theat she is weighed down by helping the family,train,Score: 1.
462,18557,7,1,1,"hardworking is one trait that describes Rose. She works hard in school, then has to rush over to work, then come home and help with dinner. That is a normal day for Rose and she does all this so she can have a sucessful future. This makes Rose hardworking.",train,Score: 2
464,17362,7,0,0,One trait that can discribe Rose is she woulod like everything to be her way and if it does not go her way she does not wont to do it.'Ann is mom home yet .' 'Rose know i wish she would come home earlyer and not late all the time dad never did that and that would help me a lot if she came home earlyer.',train,Score: 1
465,18703,7,1,1,"She is caring and wants to be as kind as possible. An example was when the story said, 'It's only been four months,' Rose said as gently as she could.' She was obviously trying to be nice to her sister.",train,Score: 2
468,18457,7,0,0,"Even if I win, I won't get to travel to Sacramento to recieve the prize.",train,The answer provided does not
469,17862,7,0,0,"When she was talking to Anna they was sayin that they hate her work sceduile because it was so late. Then they start talking about there brother Paul, and Rose said somthing about him graduateing from college and that when he does and he gets a good job and saves up money then he will pay for them to go to college as well. Anna got mad at Rose and stormed off.",train,Score: 1
470,18157,7,0,0,She is feeling ashumed becaused she feels that she is depended on to much then a normal teenager should be depened on. She tells Aunt Kolab about the dream that is the exemaple that is being used,train,The answer has some issues
471,17765,7,0,0,"One of the main characteristics that appears in the story is burdened. When she is dreaming of her brother like a stone on top of her in the water, it displays the pressure and the burden that she is plagued with.",train,Score: 2
472,18459,7,1,1,"Rose is very dedicated. In the story it tells how she is overwhelmed with work and the essay she wants to write, but she still works so that she can support her brother Paul.",train,Score: 2
473,17408,7,2,2,concernedi think she is concerned for her family and how her brother is the one that has to be the one that suports her and her little sister anna. she says she is concerned about her mother having to work so late .,train,Score: 1.
475,17473,7,2,2,"Rose is a thoughtful person, she doesn't answer her Aunt Kolab so that she doesn't hurt her.",train,Score: 2
477,18278,7,1,1,"One trait that could describe Rose based on her conversation with Aunt Kolab is hard-working. In paragraph eighteen, her aunt says 'Do you feel so weighed down by what you're doing to help this family?'. This shows that Rose is working extremely hard to help her family out financially.",train,Score: 2
478,17737,7,0,0,"Rose has a tendency to not let others know how she is really feeling. An example of this is in paragraph 11, sentence 2 when 'she tried a laugh that sounded fake even to her.' This shows that Rose is hiding her true emotions so that she can make Anna feel better about their family situation. Instead of voicing her doubts, she laughs in an attempt to brighten the situation.",train,Score: 2
479,18324,7,1,1,"She is a very hard worker. Like most of her days, it had been to long, too demanding. From school she'd gone straight to the restaurant to work a four-hour shift, then straight home to prepare a quick supper. After that it was time to do homework.",train,Score: 2
480,18190,7,2,1,Rose is caring and helpful because she tries so hard to help the family out and her aunt even said that it must be hard on her.,train,Score: 2
481,17895,7,0,0,Rose feels stressed because she fells too young for so much responsibility.,train,Score: 1
484,18024,7,0,0,"In Rose's conversation with Anna, Rose's leadership shines through.  Despite her exhaustion and discouragment, Rose patiently encourages her sister.  Rose reminds Anna of the overall goal of Paul's graduation and him paying for their own college education.  Rose overlooks her own problems to help lead her sister.",train,Score: 2
485,17295,7,2,2,"One trait that descibes Rose based on the conversation between her and Anna is that she is helpful in many ways. To me it seems that Rose is more of the mother figure in Anna's life and is there for her when she needs something. She helps tries to help out with the money situation by working. An example of the book of how Rose shows this trait is when Anna woke up and came into where Rose was, Rose asked if she was alright and if she felt okay.",train,Score: 1.
486,18715,7,0,0,One trait Rose has in this passage was that she said that ''Money isn't everthing'' meaning that no matter how thing turned out they where going to be ok till Papa gets back from his job in Los Angeles.,train,Score: 2
487,18708,7,1,1,"One trait that Rose possesses is that she is very caring for other people. She is very stressed concerning her family's situation, yet she still manages to keep going. Her talks with Aunt Kolab helped show her that she can take her situation and make use of what she has. Thus, she finds a topic for her essay, making her feel better.",train,Score: 2
488,17040,7,0,0,She thinks about the getting the job done. When aunt Kolab was talking to her she was thinking that she could use that topic for her essay.,train,Score: 1
489,17029,7,2,2,One trait that can describe Rose is that she cares for the well being of others. She doesn't want to hurt others so she watchs what she says and is respectful. An example of this is when Rose is talkin with Aunt Kolab in the kitchen and her aunt asks her if she feels 'weighed down' by all she is doing. Rose being nice and not wanting to hurt her aunts feelings didn't give her an answer. Then her aunt realized that the family relies heavily on her and tries to make it easier on her.,train,Score: 1.
491,17561,7,2,1,"She's very helpful, going to school and then a four hour shift and then coming home to make supper. And then to do her homework. She's really trying to help her family out.",train,Score: 2
493,18142,7,2,2,Rose is a very posistive individual. The way that she keeps up a happy appearance when she is talking to her little sister proves this statement. 'He had to go. The job in Los Angeles paid three times what he was making here.',train,Score: 1
494,16970,7,0,0,'You sound just like Mama.' it was when Anna and Rose were talking in the kitchen,train,Score: 2
496,17375,7,0,0,BUSY'When would she have time to squeeze writing into her schedule,train,Score: 1.
497,18617,7,0,0,"She worries too much about her future instead of what is happening to her right now. She talked to Anna about they had a part to do, so that they could go to college. Aunt Kolab also asked her if she felt weighed down by what she had to do. Rose said that she does worry about it.",train,Score: 1.
499,16995,7,1,1,"Rose seems like a very compassionate young girl that truely wants to help her family throughout their time of need. 'From school she'd gone straight to the restaurant to work a four-hour shift, then stragiht home to help Aunt Kolab prepare a quick supper.' She helped out her family so much even though the stress was weighing down on her.",train,Score: 2
500,17294,7,0,0,"In conversing with her sister, Rose continually reassures her of the brightness of the future, attempting to laugh and sound optimistic. She herself takes on the task of writing the essay, an unnecessary burden on top of her numerous tasks, suggesting that she is trying to repress a feeling of doubt that she shares with her sister. Thus a prominent characteristic of Rose is her unwillingness to accept the desparation of her family's condition, taking burdens upon her to help convince herself that things are going normally.",train,Score: 2
502,18298,7,1,1,"One trait that can be identiried based on the conversations between Rose and her Aunt Kolab is that Rose understands and knows she needs to help out her family. She feels guilty for not wanting to help out. When her aunt asked Rose wether or not she felt weighed down by what she was doing to help their family, Rose didn't answer because she did feel weighted down, she just wanted to do what was right. By that particular converstation a reader can see that Rose is respectful and only wants to do whats right to help her family.",train,Score: 2
503,17279,7,0,0,In the story rose felt lonely she said. maybe if her dad came home for a weekend or her mom took a day off to be with the girls and help them out with school work maybe she wouldnt feel that way.,train,Score: 1
504,17778,7,0,0,Rose is stressed. Aunt Kolab can see that Rose feels weighed down by what she is doing to help her family.,train,Score: 2
505,17213,7,1,1,She feels that she needs to help with every thing. She works a lot and can't do the essay like she wants. Even if she won she can't travel to Sacramento to recive the prize.,train,Score: 1
506,17956,7,0,0,"one trait that can describe Rose based on her conversations with Anna or Aunt Kolab would be that Rose is a very busy girl with very little time on her hands. ' The day, like most of her days, had been too long, too demanding. from school she's gone straight to the resturant to work a four hour shift, then go straight home to help Aunt Kolab prepare a quick supper.",train,Score: 2
507,17051,7,1,1,"In this passage, Rose is the mother figure to Anna. Since their dad and mom both are gone working, Rose has to sweep in as the caretaker. Anna came to Rose because she had a bad dream. Anna talked about how she thought money wasn't everything and how she missed her parents. Even though Rose felt the same way and was struggling with the same problem, she had to grow up and be optimistic for her sister as if she was a parent.",train,Score: 2
509,18126,7,0,0,"Shy busy is very busy and doesnt use her time wisely, she needs to plan out when she needs to do stuff.",train,The answer does not meet
510,18231,7,0,0,"Resentful, she is trying to just push away her feelings by hiding how she really feels about her dad going away for his job.",train,Score: 2
511,18259,7,2,2,"Hopeful because when Anna mentions missing Papa, Rose assured her that they didn't need him and that if they were to help Paul finish college and get a good job, and then he could pay for them to go to college.",train,Score: 2
512,18099,7,1,1,"I think that Rose is very responsible, because she has a job, has to go to school, and she has to help around the house and cook dinner.",train,Score: 2
513,17505,7,0,0,"In paragraph 11, Rose states to Anna that they both have a part in helping their brother Paul through college, and in return he will put them through college. This shows that Rose is generous. She knows that by doing all she can to help her brother, he will return the favor to not only her, but her sister Anna also.",train,Score: 2
514,17188,7,0,0,"Rose seems to be a busy-body who has no time to enjoy life, case in point : 'when would she squeeze in writing a flawless three-thousand-word essay?'",train,Score: 1
515,18513,7,2,2,"One trait about Rose in this story is when Rose has a conversation with her younger sister Anna. Anna walks in rubbing her eyes, Rose askes her whats wrong and if she feels okay, Rose has a trait of caring for others and being a mom to Anna when their mom isn't home.",train,Score: 2
517,17795,7,1,1,"Rose is a hard worker and always is pushing herself to the limit. This is proved by her taking on the tasks of helping her aunt as well as the essay. Even though she is busy, she tries to make time for all that is necessary.",train,Score: 2
518,17981,7,0,0,She feels her life is hard since she is trying to help the family get through hard times. Aunt Kolab: 'Do you feel so weighd down by what you're doing to help this family?',train,Score: 2
519,17614,7,2,2,"Based on her conversation with Aunt Kolab, the reader can tell that Rose is a caring person. She doesn't want to hurt others around her so she keeps many of her feelings inside. In paragraph 19, it shows Rose thinking of others before herself. 'Rose didn't answer. If she told the truth, she would hurt her aunt. An probably her aunt would tell her mother.'These lines show how Rose doesn't want to tell her aunt how she is really feeling to keep everyone happy.",train,Score: 2
521,17920,7,2,2,"Rose is a nice, caring girl. She would do anything for her family. When Rose was talking to Aunt Kolab, she didn't want to answer her question because she didn't want to hurt her aunt.",train,Score: 2
522,17068,7,0,0,"She is a very busy person and doesnt have very much time for what she wants to do, and to be with her family. For example, this essay states how she barely has time for her writhing asignment 'When would she squeeze in a flawledd three-thousand-word essay?'",train,Score: 1.
523,17081,7,0,0,Anna glared at Rose. 'Money isn't everything.' Anna values family over material things in the world.,train,Score: 2
524,17870,7,1,1,She has patience and lets the problems work out.,train,Score: 1
525,17111,7,0,0,"Rose is from Cambodialine 20 'in Cambodia, our first country, what we are all doing would be quite normal,'",train,Score: 1
526,18496,7,2,2,Rose is kind at heart. She knows she has a job to look out for her family. She says' We have our part to do to help Paul finish college.' This shows that she cares about her family.,train,Score: 2
527,17129,7,0,0,That she has to much thigns to do and its all in her hands. Her mother works very long nights nad her dad work all over the world.,train,Score: 1
528,17459,7,1,1,"She is very hardworking, and she cares about her family. In the story it says that after school she went straight to work and straigh home to help prepare supper.",train,Score: 1.
529,18062,7,1,1,"One trait that can describe Rose is that she is hard working, one detail from the story that can support my answer is that she goes strait from school to her job which is a four-hour shift, and then when she gets home from work she goes right to doing her homework.",train,Score: 2
530,17006,7,0,0,stressed from everything,train,Score: 1
532,17209,7,2,2,"One trait that Rose has shown is hopefulness.  Even though things are hard for her right now she isn't giving up on things.  In paragraph 23 of the text it states, 'But her aunt's offer had somehow made her feel lighter.'  By listening to what her aunt had to say and stepping back to see the whole situation, Rose gained the hope that she wouldn't be stressed for long.",train,Score: 2
533,18612,7,0,0,"She feels stressed, like she can't do what she wants to do. She feels as though she must do what is best for the family, therefore hiding the feelings that consume her chest. An example of this would be when she was talking about winning the prize for the eassy, but having to travel to sacramento. She said that she couldn't go because she'd missed too many shifts and she needed her job.",train,Score: 2
534,17485,7,0,0,In the story Rose feels depressed as if she has no way out. This gives her the trait that she is confused about her family.,train,Score: 1
535,18155,7,0,0,She feels all tied up with life. Trying to do everything she can to stay on track. Staying up late working on school work to get in finished for the next day.,train,The answer provides a clear
536,17436,7,0,0,I could tell that she was up set with the way that things were happening to her. Her aunt sees that and offers to make some stuff to sell that comes from her country.,train,Score: 1
537,18664,7,2,2,"One trait that can describe Rose based on her conversation with Aunt Kolab is that she is a grateful person. When Aunt Kolab offered to sew for ladies or make special treats from their country to sell, Rose felt better. In Crossing Over, it says, 'But her aunt's offer had somehow made her feel lighter.' That signifies that Rose truely did appriciate what Aunt Kolab was willing to do to help her out.",train,Score: 2
538,17997,7,0,0,SHE DOES NOT TELL THE TRUTH TO HER AUNT SO SHE DOES NOT HURT HER.,train,Score: 1.
539,18199,7,0,0,When Anna fell aslepp doing homework. She always seem tired and lonely. She doesn't like how her mom has to work late hours and she think that she shouldn't have to.,train,The answer provided does not
540,17447,7,1,1,"Rose is very willing to persevere and accompolish her goals.One could seen this in the end when she is talking to Aunt Kolab,   'Rose kept nodding.  Mayber her life would get easier.'",train,Score: 1.
541,17542,7,1,1,"I believe that Rose is doing a lot for the family, and is stressed out about everything she is doing. As Aunt Kolab said, 'Do you feel so weighed down by what you're doing to help this family?' In return tells me that Rose is stressed out not only about the family, but about school also. With the three thousand word essay she has to write, and also her family she helps take care of.",train,Score: 2
542,18141,7,2,2,"Anna cares about other people, even when it causes stress for her.  She really shows this when she talks to Anna about Paul going to college.  She tells Anna that they have to do their part to help him finish college.  She says this even though it is obvious that the situation is hard for her.",train,The answer provided does not
543,17687,7,1,1,I think that Rose can be described as caring but once it gets to a certain point she just starts to care about herself.,train,Score: 1
545,17286,7,0,0,"One trait that can describe Rose based on her conversation with Anna is that she is lonely.  In the passage, she talks about how she misses her father and wishes that her mother was around more.  She shows that she really wants them in her life and is heartbroken that they are not.",train,Score: 2
548,18002,7,2,2,"One trait that can describe Rose is selfless. During the conversation with Aunt Kolab, Rose doesnt want to answer Aunt Kolab's question or tell the truth about her true feelings of being such a big part in supporting the family. Rose didnt want to hurt Aunt Kolab, or make her feel bad.",train,Score: 2
549,17856,7,0,0,"Rose is curious about her life and if it will ever get easier. A detail I can use to support this theory is that in Paragraph 23, Sentence 2, she worries about her life and the aunt giving her advice that life would get better.",train,Score: 2
551,18110,7,0,0,"The first trait that I think of when I read this conversation is how caring Rose is. She has a lot of responsiblilities with her school work and her job. Although she seems very tied up all the time, she still finds the time to ask her sister how she is doing, and try to comfort her with her problems, while also encountering her own. We can tell right away that Anna is very upset, but Rose is acting very mature, and tries to help her in any way so that she will feel a little more relaxed. In conclusion, I feel that Rose was very caring. A person that can endure all of the responsiblilities that she has, and still be as caring as she is shows us one of her greatest traits, caring.",train,The answer provides a clear
552,18098,7,1,1,In the first conversation she has she seens concered but yet she also seems like her mind is in another place like she can't focas...,train,Score: 1
553,18111,7,0,0,"Rose is optomistic. He hopes for the best but doesn't always see it happening. When she talks to Anna, she tells her that things will change after Paul's college is paid off. Yet, she doesn't seem to confident in what she is saying.",train,Score: 1.
554,18731,7,0,0,thinks she knows everything.she ignores anna.,train,Score: 1
555,17073,7,2,2,One trait that Rose demonstrates is that she is hard working. One detail to help support this is that she confesses to Anna that she fell asleep working on her three thousand word essay.,train,Score: 2
556,17788,7,0,0,Rose ithinks money is everything and that she needs to have it. A detail from the passage is when she says 'The job in Los Angeles paid three times what he was making here.',train,Score: 2
557,18452,7,0,0,"She was afaird, she was afaird to tell her aunt the truth.",train,Score: 1
559,18578,7,0,0,"One trait that best decribes Rose is that, she keeps to herself. Meaning that she holds her feelings inside and does not share with anyone. 'Rose didn't answer. If she told the truth, she would hurt her aunt. And probab;y tell her mother.' This is and example from the story as to the trait I described.",train,Score: 2
561,18264,7,2,2,"Rose is a very giving and thoughtful person. Rose is helping her family by getting an education and even though her aunt asked of she felt weighed down for what she was doing for her her family, Rose didnt tell her the truth on how she really felt.",train,Score: 1.
563,18699,7,0,0,She is very stressed. When Rose talks to Anna about working on the essay so hard that she fell asleep doing it.,train,Score: 1.
566,17381,7,2,2,One trait that can descibe rose based on her conversations is that she is caring.  I think Rose is caring because her young sister is sad because she misses her dad.  Rose tries to comfort her and tries to tell her that their dad had to go away to make more money.,train,Score: 2
567,17396,7,0,0,"She seems iritated and tired, because in the story she wakes up and says oh, no and groaned. This shows that she is very unpleased and that she is very tired and irritable.",train,Score: 1.
568,17589,7,0,0,"Rose can be emberassed. When Rose was talking to her aunt Kolab she just kepted nodding, she didn't say much. that makes me think that she is emberassed.",train,Score: 1.
571,17344,7,2,2,"One trait that I saw in Rose during her conversation with Anna is that she is a positive person she is telling her sister the positive things that will come out of it. Also, that even though she feels weighed down by everything she is still keeping her head up and staying positive. For example, Rose said to Anna, 'We have our part to do to help Paul finish college. Then he'll get a good job, Anna, and he'll pay for you and me to go to college.'",train,The answer provided is well
572,18135,7,0,0,One trait about Rose is that she thinks through things.  She thought about every thing in her days.,train,Score: 1
573,18370,7,1,1,Rose wants to help her family out because of the hard time they are going through. She is what you call it a 'people pleaser' and she wants to help out and win the essay contest to help out her family.,train,Score: 1.
574,17533,7,1,0,"I see Rose as being a Stubborn little girl that was very close to her dad, but when he had to go away for his new and better paying job they grew apart which made her really lonely",train,Score: 1.
575,18584,7,2,1,One trait that I think describes Rose is mature. I think this because when she was talking to her sister Anna she stood up for her father who moved to Los Angeles. She looks at things from other peoples' perspectives which makes her very mature.,train,Score: 2
578,17636,7,0,0,Rose is very strong and tries to show her sister that there is nothing to worry about even when Rose her self is as little worried. 'She tried a laugh that sounded fake even to her.',train,Score: 2
579,17486,7,0,0,She acts scared from her dream when she saw Paul sinking in the water on  top of her and she couldnt get out from under him,train,Score: 2
580,17217,7,1,1,"Rose is very hardworking. She goes to school, work, and helps out at home so that her family may have a better life. Her Aunt Kolab understands this, and asks Rose if all the work she is doing is too much for her.",train,Score: 2
581,16998,7,2,2,Caring 'Anna' 'what's wrong ?' 'you feel ok?',train,Score: 1.
582,17799,7,1,1,Anna is understanding in what is going on with in  her family and how she plays a part in working through the situation.,train,Score: 1
583,18274,7,0,0,Rose feels that she is being weighed down with all this responsibility of helping the family. She told her aunt about her dream and her aunt asked her if she felt weighed down by what she was doing for the family.,train,Score: 1
584,17455,7,0,0,'I'm so lonesome for Papa. It seems like he's been gone for years.' 'It's only been four months.' This tells me that Rose is a family girl. She is not happy unless her family is with her and supporting her. She is not happy about her dad having to leave for a job in Los Angeles.,train,Score: 2
585,17147,7,2,2,"Rose, although feeling pressured, doesn't want to make things harder on anyone or to hurt anyone. She is considerate to others feelings. This trait is revealed in the conversation Anna had with her Aunt Kolab when her aunt asks Rose if she feels weighed down by all that she is doing for the family and Rose doesn't say anything for fear that it would hurt her aunt.",train,Score: 2
586,18203,7,2,2,"One trait is that Rose is optimistic; she looks at things positively. Rose said 'We have our part to help Paul finish college. Then he'll get a good job, Anna, and he'll pay for you and me to go to college.' Even though it's a rough situation, she's looking at what good can come out of it.",train,Score: 2
587,18515,7,0,0,'Do you feel so weighed down by what you're doing to help this family?',train,The answer does not directly
588,16971,7,0,0,"One trait that Rose has is that she is understanding. When Anna says that money isn't everything, Rose explains to Anna that money is everything when you already have everything. Rose is trying to make Anna understand that her family is just trying to help them out.",train,Score: 2
589,18389,7,0,0,"Anna knows that no matter how stressful everything is on her, she needs to continue to reassure her sister and let her know that everything will be ok.  When Anna asks about their father, Rose says, 'It's only been four months, He had to go.  The job in Los Angeles paid three times what he was making here.'",train,The answer does not directly
590,17904,7,1,1,One trait would be that Rose understanding.  She showed this during her conversation with Anna when Anna showed her frustration when Rose agreed with Mama.,train,Score: 1.
591,18463,7,0,0,ROSE DIDNT ANSWER,train,Score: 0
592,17605,7,0,0,"Trough the conversation with Anna gives Rose a Comforting older sister personality. 'I'm so lonesome for Papa. It seems like he's been gone for years.'      'It's only been four months,' Rose said as gently as she could.The dialog and the description of how she tried to say it only proves she is trying to comfort her younger sister.",train,Score: 2
593,17430,7,0,0,"Rose is frustrated, i think shes frusterated because she has a very big essay to do and no parents to help her and she has to take care of her little sister.",train,Score: 1.
594,18546,7,1,1,"one trait that describes Rose is that she is so determined to make everyone happy she is so worn out that she cant fit any time in for herself.  this is shown in paragraph three lines one and two, 'When would she squeeze in writing a flawless three thousand-word essay?'",train,Score: 2
595,17258,7,0,0,rose aunt and her are  family and they love each other and they are nice  but it seems anna is jleus.,train,Score: 1
596,18425,7,0,0,"Rosa coul be feeling a little hust at the dream she had. She told Anna that 'I'm fine, I just had another bad dream.'",train,Score: 1
597,17369,7,0,0,I think that at the end of the story she finally understandsthe strength of her culture and how her aunt was using it to make her feel better and lighter.,train,Score: 1
598,18027,7,2,2,Rose is very caring. An example of this trait can be seen when she asks Anna if she is alright. After asking her if she was ok she went and poured her a glass of orange juice.,train,Score: 2
599,17766,7,2,2,"Rose is a caring person. One reason she is caring is because in line 19, she didn't want to hurt her family by telling them the truth. The truth was that Rose did feel weighed down by having to help provide for the family.",train,Score: 2
600,17816,7,0,0,"One characteristic that we see of Rose is her sense of realism. When Rose is talking to Anna, she talks to her about helping Paul finish college, toward which Anna feels resentment. Rose talks about money and other worldly things that trouble her.",train,Score: 2
601,17622,7,0,0,Rose feels as if her life is just going to get somewhat worse then what it is but at the same time it might get better for her because Paul is going to finish college get a good job and pay for Rose and Anna to go to college as well.,train,The answer does not directly
602,17298,7,1,1,Rose is helpful.  She works to help support Paul and the rest of her family.  Anna and Aunt Kolab both talk about the problems that are occuring because of all the things that they have to do to support the family.,train,Score: 2
603,18408,7,2,2,Rose can be optimistic'Rose kept nodding. Maybe her life would get easier. Maybe it wouldnt.',train,Score: 2
604,17313,7,0,0,"When Rose's sister walked and asked what's worng? Rose tried to tell than she was fine that just she had another bad dream. Rose's sister said the money isn't everything, then Rose tell to her sister than they have to help Paul, so Anna dislike for that. 'You sond just like Mama'. Anna wants to mean that Rose start to think and talk like her mother.",train,The answer provides a trait
605,18039,7,0,0,they both have attitudes,train,The answer provided does not
606,18445,7,1,1,One trait that Rose has is responsibility.  She takes care of all her problems and situations in the story.  After school everyday she goes straight to work then home to help Aunt Kolab prepare dinner.,train,Score: 2
607,18440,7,2,2,"One trait that can describe Rose is that she is outgoin and is a hard worker even if she is trying to help out a nother family member.  'We have our part to do to help Paul finish college. Then he'll get a job, Anna, and he'll pay for you and me to go to college.'",train,Score: 2
608,18572,7,1,1,"One trait that Rose has is responseability, and this is shown by the statement, 'Do you feel so weighted down by what you're doing to help the family?' This statement was made by Aunt Kolab in response to Rose's dream. This shows that Rose has felt the burden of responseability and is trying her best to maintain and finish through on what her family asks and what she wants to achieve.",train,Score: 2
609,18690,7,0,0,"Rose she has a lot on her plate. She has to work and go to school plus has to watch her sister Anna, Plus Rose seems to be a dreamer , she has a lot of bad dreams everything is hard for both her and Anna.",train,The answer provided does not
610,16977,7,2,2,"From her conversations, Rose seems to be a caring individual, in the way that she tried to comfort Anna and in her kind and gentle behavior towards Aunt Kolab when asked if this lifestyle was difficult. She cares about her family enough to work a job to help support the family and send her brother to college and seems to be caring enough to help carry the entire family.",train,Score: 2
611,18296,7,0,0,"Rose felt an urgent need to relate the dream, to expose it so it would loosin its grip on her.She seems to be very open with her family. Also not worried what they think.",train,The answer identifies the trait
612,18268,7,0,0,Tired. I fell asleep working on my essay.,train,Score: 0
613,17567,7,1,1,One trait that rosa has is that she is a very hard worker you can tell because she falls asleep working on her essay which mean she was not going to school with out it.,train,Score: 1
614,17016,7,2,2,"Rose is a very caring person.  In the conversation Rose was having with Anna, she was trying to reassure her sister. Rose was trying to let Anna know that everything would be alright once Paul recieved a job. Paul would pay for Rose and Anna to go to college so that they can get jobs.       When Rose is talking to Aunt Kolab she didn't want to tell her aunt about how she really felt about weighing down the family.  Rose believed that if she told the truth it would hurt Aunt Kolab's feelings.  Rose really did believe that she was being weighed down by her family, she just didn't want to admit it to Aunt Kolab.",train,The answer provides a clear
615,17238,7,0,0,"The fate of rose lies in Pauls hands, her aunts trying to help her by making her feel lighter, and made her think of a topic.",train,The answer provided does not
616,18168,7,0,0,"I'm not sure if being depressed is a trait, but I feel like Rose is very stressed out. When her sister tells her that she had a bad dream Rose completely ignore her. I believe that Rose wasn't ignoring her on purpose, but had her mind on a million things, and couldn't focus.",train,Score: 1
618,18242,7,0,0,"Rose is an overachiver because she has to do so many things and yet she still participates in things. She had to do a flawless three-thousand-word essay, if she wins she gets to go to Sacramento to receive the prize. When she was talking to Aunt Kolab it is obvius that the Kolab knows what she is going through and that going on this trip will relax her but at the same time bulid up stress and anxiouty for when they get back.",train,Score: 1.
619,18164,7,1,0,She is trying to find a way to help her family. She needs help because she feels gilty for something she couldn't stop.,train,Score: 1.
620,18131,7,0,0,"'Ana,' Rose said. 'What's wrong? You feel okay?' 'I'm fine,' her sister said. 'I just had another bad dream.' 'I fell asleep working on my essay,' Rose said.",train,The answer does not fully
621,18349,7,0,0,Rose is a very stressful person. She always has something on her mind and something that is always causing her to veer off her own path to help others.,train,Score: 1
622,17132,7,2,2,"She is caring. You can tell this because she's worried about her sister. She asks her if she's alright and she is trying to explain to her in a nice way that their dad had to go, but that it would be okay.",train,Score: 2
623,17857,7,2,2,That Rose is a thoughtful girl because she wouldn't tell her aunt something that would hurt her.,train,Score: 2
624,17124,7,2,2,"I think that one trait of Rose that i picked up from her conversations is that she is very hard working. She shook her head yes to her aunts question of the situation being difficult for her. She knows it is difficult and she knows that the outcome of her work will be better for her and her sister, but yet she still works reallyhard to get her brother to college. That shows me that she is definitaly a hard worker because she is doing it so she can go on and work even harder to get to where she wants to be in life.",train,Score: 2
625,18233,7,1,1,"Rose is strong, she manages to comfort Anna instead of giving into the tiredness she feels.",train,Score: 2
627,17620,7,2,2,Rose is compassionate. This is easy enough to tell from her reaction when Anna walked into the room. Rose immediately took in her sister's body language and asked her what was wrong. She then proceded to try and comfort her sister throughout the conversation by explaining why their parents and others chose to do as they have done.,train,Score: 2
628,17872,7,0,0,"Rose is truthfull'Rose felt an urgent need to relate the dream, to expose it so it would loosen its grip on her. After she'd finished, her aunt said, with a puzzled look.' Do you feel so weighed down by what your doing to help this family?'",train,The answer provided is incomplete
629,17994,7,0,0,"She is scared. 'Rose didn't answer. If she told the truth, she would hurt her aunt. And probably her aunt would tell her mother'.",train,Score: 2
630,17669,7,0,0,Anna rolled her eyes and shoved her chair away from the table.,train,The answer provided does not
631,17490,7,0,0,fiesty ' you sound just like mama'. she stood and stalked out,train,Score: 2
632,17257,7,0,0,"One trait that Rose used was when they were agrueing, she was talking about how her family is poor and they dont have much money and her sister Anna said 'You sound just like mom.' Rose is like her mom in that way.",train,Score: 1.
635,17095,7,1,1,A trait that can describe Rose based on her conversations would be that she is very thoughtful. One detail from the story that shows this is that even when she has much work to do she still listens to her Aunt Kolab and her sister when she is needed.,train,Score: 2
636,18429,7,0,0,"Rose is trying to be a rock for the family, she has to keep her head up for her little sister, and Paul. It shows when she tries to console her sister by saying 'He had to go.' when she says this she is using an excuse to make her sister feel better.",train,Score: 2
638,17790,7,2,1,She's a caring person because she asks her little sister how she is feeling and whats wrong.,train,Score: 2
639,18638,7,0,0,"Sincere.    'Rose didn't answer.' 'If she told the truth, she would hurt her aunt. And probably her aunt would tell her mother.'",train,Score: 2
640,18489,7,0,0,Rose feels like the weight of paul is on her because she is working to put him through college and when he is done with college he will pay for hher and anna to go to college.,train,Score: 1
641,18152,7,2,2,In her conversation with Anna rose appears to be really hopeful. She tells her sister that if they do their part and help out with the Paul's college fees then he'll get a good job and help them go to college.,train,Score: 2
642,17281,7,0,0,Anna dont really tell how she realy feels. In her conversation with Aunt Kalob she dont tell her how she really feels about helping the family.,train,Score: 1
643,18269,7,1,1,"Rose is understanding, we learn this through the conversation with Anna. She realizes what she is doing is for the good of her brother and her family.",train,Score: 2
