,index,essay,bsq,label,set,b
739,1207,"The Mooring Mast by @ORGANIZATION2 is about the Empire State Building and the expectations that people had for it. In @DATE1 it was announced that the Empire State Building would reach the height of 1,250 feet. The point of the selection is to show that there was another idea that the Empire State building builders were trying to make a reality. The builders came across some obstacles while trying to allow dirigibles to dock there, such as the building not being stable enough to support the dirigibles, having to add frame work, and the possible dangers of making this idea a reality. ""The stress of the dirigible's load and the wind pressure would add too much stress to the buildings frame."". Because of this added stress ""the steel frame of the Empire State building would have to be modified and strengthened."" Then when a dirigible was destroyed, the owners of the Empire State building realized how much worse it could of been it happened in a place such as downtown @CAPS1"". It is a good thing they did not do the idea.",Does the essay mention obstacles faced by builders?,1,train,c5
740,118,"There were many reasons why architects had problems allowing dirigibles to dock on the empire State building. One of the problems was that most dirigibles were @NUM1 ft long and it would be to much. There Would only be a single cable tether and it would add stress to the buildings frame. The entire Steel frame would have to be modified and strengthened which would cost over sixty thousand dollars.The greatest reason why the mooring mast would never fullfill its purpose is safety. Most dirigibles from the United States used hydrogen rather than helium, and hydrogen is highly flammable. The greatest obsticale to the successful use of the mooring was nature itself. The winds on the top of the buildings were constantly shifting due to the violent air currents. Even if the dirigible were tethered to the mooring mast the back of the Ship would swivel around. They are meant to land on open playing feilds but using these at the empire state building Where they would be dangling high above pedestrians was not safe",Does the essay mention obstacles faced by builders?,1,train,c5
741,816,"The idea of mooring dirigibles to the top of the building that stood 1,250 feet above the streets of downtown New York was a facinating and amazing idea. An idea that would bring New York into a whole ""age of transportation"" (@NUM1). Unfortunately this wonderful idea had a few holes in the plans. Later the architects that were building the mooring mast had discovered that their idea was not going to be fulfill. The idea had too many obstacles to overcome. The fact that ""most dirigibles outside the U. S used hydrogen rather than helium, and hydrogen is highly flammable"" (@NUM2). If anything was to go wrong, it would be catostrophic seeing as how below them were highly populated streets. Also, ""the greatest obstacle was nature itself"" (@NUM3). There was just too much wind to keep the aircraft steady and undercontrol. The reality of the fact was that the idea to moor derigibles sounded great but there are far too many risks to carry out the plan.",Does the essay mention obstacles faced by builders?,1,train,c5
742,753,"The empire State building had to face dangerous condition every day like @CAPS1 winds, heavy lifting, High heights.",Does the essay mention obstacles faced by builders?,0,train,c5
743,818,"Some of the obstacles facing the builders was if they were to add on the mooring mast they would have to strengthen the building integrity. This is necessary because once the mast goes the wind, pressure would have been transmitted all the way down to its foundation. More floors would have to be added to house elevators and stairs to a ticket and laggage area. They had to find a way to attach the mooring mast to the foundation, which is nearly @NUM1 feet below.",Does the essay mention obstacles faced by builders?,1,val,c5
744,656,"The builders of the Empire State Building faced numerous obsticles in attempting to allow dirigibles to dock there. One main concern was the dirigibles themselves because they use hydrogen rather than helium. Hydrogen is very flammable. If a dirigible were to explode above a densely populated area it would be desasterous. The greatest obstacle to the successful use of the building's mooring mast was nature. A mooring mast is used for docking airships such as a dirigible or a zeppelin. With these large air crafts, docking them on top of a building where winds are violently shifting is very dangerous. the back of the ship would swivel around the mooring mast, posing as a @CAPS1 threat. Dirigibles moored in open land feilds where they could be weighed down with lead weights. With a dirigible moored over the Empire State Building, it would dangle high above pedestrians, this is neither @CAPS2 nor practicle. Constructing the Empire State Building had @CAPS3 more challenges and obsticles than its architects would have hoped for.",Does the essay mention obstacles faced by builders?,1,val,c5
745,1002,"Based on the excerpt from @PERSON1's book ""The Empire State Building"", there seems to be two main problems with the docking of dirigibles in New York City. Firsty, is the problem of nature itself. The area around the Empire State Building, and all of @LOCATION3, is just too windy to have a safe docking procedure. The Naval @CAPS1 the Los Angeles attempted to dock, but the operator pulled away for fear of puncturing the zeppelin on the spire of another building. The second problem, though slightly easier to rectify was the law that prohibited any aircraft near the buildings of New York City. This basically made even attempting to dock in illegal. There are many reasons why the idea of zeppelins didn't get off the ground worldwide, and this excerpt about New York was a prime example of the obsticles that couldn't be safely tackled.",Does the essay mention obstacles faced by builders?,0,train,c5
746,1412,"The builders of the Empire State Building attempted to create a mast where dirigibles could dock. At first I thought it was a great idea, then realized there were obstacles. First obstacle discovered was ""most dirigibles from outside the United States used hydrogen rather than helium"" (Lüsted). This was an issue because hydrogen is very flammable and if it were to catch on fire in New York, thousands of people would be hurt/killed. The greatest obstacle was the wind. The amount of wind changed constantly and even if the dirigible was attached properly, the back would continue to move around, which would lead to danger on the streets. The dirigible would be dangling over the pedastrians (Lüsted). One other reason was a legal reason. It was illegal to fly a dirigible too low over urban areas, therefore the dirigible was not allowed to get low enough to land on the building Two tried and neither of them were successful. The constructors of the mooring mast were oblivious to these issues at the beginning, than realized them after. The Empire State Building could not be used to land dirigible due to the fact that non-U.S dirigibles used Hydrogen, the current of the wind changes frequently, and it was illegal to fly the dirigible low enough to attach.",Does the essay mention obstacles faced by builders?,1,train,c5
747,1317,"some of the obstacles the builders went throw was that they had to make many changes, such as they could not just drop a mast on top of the Buildings flat roof. The blimp would give the building stress held by a single cable. the blimps load and pressure from the wind would have to be transmitted all the way to the buildings foundation. The @CAPS1 could have to be strengthened to accommodate this new situation. over sixty thousands of dollars for the new frame work.",Does the essay mention obstacles faced by builders?,1,train,c5
748,214,"The builders faced many obstacles when attempting to allow the dirigibles to dock. The first was that they couldn't just put the mast on top of the building, it would have put too much stress on the buildings frame. They had to transmite the stress all the way down to the foundation of the building. They did over @MONEY1 worth of framework to the building.Their next obstacle was to find a safe way to dock and unload the ships, which was impossible. First off the ship couldn't even reach the building because the violent ever-changing winds were too much to control the ship in. But even if they did dock the back of the ship would have been pushed around and around the mast.Another obstacle was a law that prevented airships from flying that low over urban areas. So now the ships couldn't ever approach the building to tie off to the mast.",Does the essay mention obstacles faced by builders?,1,val,c5
749,347,"Some of the obstacles the builders of the Empire State building faced were the winds in the high altitudes, the laws that didn't allow airships to be so close to an urban area, the safety of the passengers, and the safety of the pedestrians below.",Does the essay mention obstacles faced by builders?,1,train,c5
750,171,"The architects didn't realize how many potential problems the mooring mast would bring until it had failed. The greatest reason why the dirigibles couldn't land was purely safety complications. Many dirigibles at the time used hydrogen rather than helium, which is highly flammable. Another main reason was nature itself. The winds on top of the building were very violent and could easily push a dirigible in the wrong direction. Before these problems, there was an already existing law against the flying of airships too low over urban areas. Dirigibles could not dock at the Empire State building because it was unsafe and illegal.",Does the essay mention obstacles faced by builders?,1,train,c5
751,929,"While attempting to allow dirigibles to dock at the Empire State Building, the builders ran into a few obstacles. One obstacle was a previously existing law about airships flying too low over urban areas like downtown New York. Another problem the builders ran into was high winds causing the back end of the dirigible to swing in the wind, making it unsafe for passengers unloading. Unlike dirigibles moored in open fields, lead weights could not be used to weigh the back of the dirigible down because they would be dangerous for pedestrians on the street. Another safety issue was most balloons outside the United States filled dirigibles with hydrogen which is much more flammable than helium. Dirigibles filled with hydrogen could cause a disaster if it ever caught on fire. Although the idea seemed great at first, the builders at the Empire State Building realized it was not practical or safe.",Does the essay mention obstacles faced by builders?,1,train,c5
752,91,"The obstacles the builders faced in building the Empire State Building were nature. ""The winds on top of the building were constantly shifting due to violent air currents."" ""Dirigibles moored in open landing fields could be weighted down in the back with lead weights, but using these at the Empire State Building, where they would be dangling high above pedestrians on the street, was neither practical nor safe."" The size was a problem along with how high they were in the sky. ""A thousand-foot dirigible moored at the top of the building, held by a single cable tether, would add stress to the building's frame."" @CAPS1 were the obstacles.",Does the essay mention obstacles faced by builders?,1,train,c5
753,1092,The builders of the Empire state building faced many obstacles in attempting to allow dirigibles to dock there. One of the greatest obstacles they had to face were the winds at the top of the building because the winds were constantly Shifting due to violent air currents. It also was'nt safe having the dirigibles weighed down with lead weights so it wont swivel around the mooring mast. Also sixty thousand dollars worth of modifications had to be made to the buildings frameworK. They were scared that weighing the ship down with lead weights would be dangerous because of all the people below in the city. It must have been very hard to construct the mooring mast.,Does the essay mention obstacles faced by builders?,1,val,c5
754,1380,"When constructing a mooring mast, @CAPS1 ran into many problems. Safety was the main problem/concern they ran into. Since most blimps outside of the @LOCATION1 were hydrogen not helium, they were very flammable. After Hindenburg blimp was destroyed by a fire, people in @CAPS1 feared that would happen by the empire state building. Another problem they ran into was the law. At that time, it was the law that you couldn't fly an airship that low over urban areas. When tested, some blimps couldnt get close enough because of the heavy winds. This made it impossible to tie blimps up and let people off It also made people fear that the wind would blow the blimp onto sharp parts of other building which would put a hole in the blimp It was a good idea, but there were just to many obstacles they had to go around to make the blimp docking station and mooring mast successful.",Does the essay mention obstacles faced by builders?,1,train,c5
755,1789,"In @PERSON1's excerpt, ""The Mooring Mast,"" the builders of the Empire State Building faced many obstacles in attempting to allow dirigibles to dock there. Although dirigibles were a modern form of transportation they were highly dangerous. As it states in paragraph @NUM1, ""Most dirigibles from outside of the U.S used hydrogen rather than helium, and hydrogen in highly flammable."" This along with the ""violent air currents"" as stated in paragraph @NUM2, were two of the risks that the builders had to take into consideration. The builders needed to converse the idea of a safe way in which dirigibles could dock there insuring that no one gets hurt. Another obstacle the builders had to take into consideration was the law passed in which was, ""against airships flying to low over urban areas,"" as explained in paragraph @NUM3. The excerpt clearly explains the complications the builders had to endure and take into thought when constructing the Empire State Building. In conclusion, the builders of the Empire State Building underwent many obstacles in attempting to allow dirigibles to dock there.",Does the essay mention obstacles faced by builders?,1,train,c5
756,1645,"The obstacles of getting the dirigibles to be able to dock at the empire state building was, they couldn't put the fuell on top of the building. Putting mooring mast on top of the roof would make it very unstable and putt a lot of Pressure on it. For this to happen they had to modify the structure of the roof, which ended up costing over @MONEY1. After succefully building that they had another obstacle. It was trying to figure out how the dirigibles wouldn't move around with so much wind currents. They never figured out how and the idea just disappeared.",Does the essay mention obstacles faced by builders?,1,train,c5
757,141,"The builders of the Empire State Building faced a number of different obstacles in attempting to allow dirigibles to land there, the most difficult of which were the urban location, money, and the weather. The urban location was an obstacle for the builders because there are laws against airships flying too low over a density populated area and you can't weight the airship down like you could if it was on the ground because the weights would be dangling over the city. The second obstacle was money because it was becoming increasingly expensive to pay for all of the modifications to make the mooring mast the reality. The third and most dangerous obstacle was the weather because wind and other various kinds of storms can control the airship and make it difficult for it to dock at the Empire State Building. Therefore, the obstacles of the urban location, money, and the weather made it virtually impossible for the mooring mast to be constructed.",Does the essay mention obstacles faced by builders?,1,train,c5
758,1452,"The obstacles that builders of the Empire State Building faced in attempting to allow dirigibles to dock had some consequences. One of the obstacles to there expanded use in New York City was the lack of a suitable landing area. Also, the Architects could not simply drop a mooring mast on top of the Empire state buildings flat roof because a thousand-foot dirigible moored at the top of the building, held by a single cable tether, would add stress to the buildings frame. The greatest obstacle to successful use of the mooring mast was nature itself. The winds on the top of the building were constantly shifting due to violent air currents. The last obstacle why dirigibles could not moor at the Empire State building was an existing law against airships flying too low over urban areas. The U.S. Navy dirigible Los Angeles approached the mooring mast but could not get close enough to tie up because of forceful winds",Does the essay mention obstacles faced by builders?,1,train,c5
759,192,"The builders of the Empire State Building faced many obstacles in attempting to allow dirigibles to dock there. One obstacle was the frame of the building. In @LOCATION1 @NUM1, it explains that attaching a durgible to the building would add stress to the building's frame. They had to modify the whole frame of the building to a stronger material for the mooring mast to work. One of the biggest obstacles was safety. Most durgibles use hydrogen to power them, and hydrogen is highly flammable. There is a great risk of the dirigibles to catch on fire when flying over such a densely populated area as New York. Another obstacle in the way of the mooring mast was the conditions at the top of the building. At the top of the Empire State Building, there are violent winds that would cause the dirigibles to swivel around the mooring mast. Lastly, An obstacle the builders faced was the law against airships flying too low over urban areas. As explained in @LOCATION1, because of this law, it is illegal to even fly up to the Empire State building. With all of these obstacles, it is clear why the mooring mast wasn't used.",Does the essay mention obstacles faced by builders?,1,train,c5
760,919,"Based on the excerpt it is evident that the builders of the Empire State Building faced many obstacles in attempting to allow dirigibles to dock there.One of the reasons for the ideas failure was the fact that there was already a law in place making it illegal for a dirigible to even approach the area, as it states in paragraph @NUM1. Also, it could've of been an extreme fire hazard if a blimp had ever reached the Empire State Building. This is proved in paragraph @NUM2, where it states, ""the German dirigible Hindenburg was destroyed by fire..."" which caused the owners to realize, ""how much worse that accident could have been in New York."" On top of all this, weather proposed an even bigger problem. Violent air currents made the idea of a mooring mast was ""neither practical nor safe."" I believe the most important reason that the idea failed was because technology was simply advancing beyond predictions. In paragraph @NUM3, it says, ""Dirigibles instead of becoming the transportation of the future, had given way to airplanes.""",Does the essay mention obstacles faced by builders?,1,train,c5
761,1083,"In attempting to allow dirigibles to dock on the Empire State Building, the builders faced a few problems. First, they had to figure out a practical way this could be done. When they decided to construct a ""rocket-shaped mast"" that the dirigible could attach to, they realized that the roof had to be built first. After the building of the mast was completed, saftey became an issue. ""Most dirigibles from outside of the United states used hydrogen rather than helium, and hydrogen is highly flammable."" (paragraph @NUM1) If there were ever an accident with a foreign dirigible, the safety of New York City would be at risk. Also, the dirigibles could not be tied down with weights like they can in an open field. This would also be unsafe for the people of New York. The main obstacle the builders faced with saftey, which is a big issue. Therefore, the dirigibles could not dock on the Empire State Building.",Does the essay mention obstacles faced by builders?,1,train,c5
762,411,"The empire State building builders faced a couple of Problems of docking dirigibles to the mooring mast. Some, I don't even know, @CAPS5 I'll just buildup from here & @CAPS1 what @NUM1. The dirigible. Now I never learned about the @CAPS2 of a zeppelin, but I do know one thing. Do @CAPS7 get out from the front, or sides? I @NUM2. The mast itself. This thing was a failure from the @CAPS3. (don't question why I chose Something else for one of the multi-@CAPS4 questions). The reason why is that @CAPS5 many things could go wrong. This thing can @ORGANIZATION1, & @CAPS6 fall off unless @CAPS7 do something really special for forging a building this high.Overall, it's been a long while, anyways these problems, & Several others that I forgot to mention for obvious reasons are @CAPS6 the reason why we don't use  zeppelins as much anymore...",Does the essay mention obstacles faced by builders?,0,train,c5
763,858,"While in the process of building the @ORGANIZATION1 encountered many obstacles. His first obstacle was the threat of title for worlds tallest building being taken away by the Chrysler Building. When the architect added a 185 foot spiral to the top of the building. Al Smith had to come up with an innovative way to add height to the building. This is when the idea of adding a mooring mast to the top of the building was composed and the real problems arose. When building this mooring mast, the docking of dirigibles would add intense stress to the framework of the building. ""The steel frame of the Empire State building would have to be modified and strengthened to accommodate this new situation. (paragraph @NUM1) ""The architecs would add @NUM2 dollers worth of modifications to the framework to allow it to be stable. After the building was able to accomodate dirigibles saftey issues would be encountered. First off, dirigibles are filled with hydrogen which is extremely flammable. After the disaster in New Jersey they did not want to take a chance. Next, with the wind above the building the air currents would cause violent shifts of the dirigibles. The addition of weights, used in other situations, was out of the question because they would be dangling high above pedestrians. Lastly their is an existing that airships cannot fly too low over urban areas. Which this would clearly violat. With all these obstacles to overcome the idea of docking dirigibles on this mast was shortly discarded.",Does the essay mention obstacles faced by builders?,1,train,c5
764,194,"They ran into a few problems when it @CAPS1 to building this. They realized after that it wasnt that smart or that safe to have a dirigible hanging by a 102 floor building just by one cable tether. Another problem they ran into was the fact that they couldnt control mother nature. If it was a really windy day out it would be hard to keep it steady. And if there wasnt enough support on the building frames, then it could potentially collapse.",Does the essay mention obstacles faced by builders?,1,train,c5
765,1310,"The builders of the Empire State building faced many obstacles while attempting to allow dirigibles to dock there. The builders wanted to add a mooring mast top of the building, to allow dirigibles to anchor there for several hours for refueling, or service, they couldn't do that because ""a thousand-foot dirigible moored at the top of the building held by a single cable tether, would add stress to the building's frame."" Al Smith didn't get to allow the dirigibles to land on the building because of how skinny the top was.",Does the essay mention obstacles faced by builders?,1,train,c5
766,1187,"The biggest obstacle the builders of the Empire State Building faced in attempting to allow dirigibles to dock. It was ""The winds on top of the building were contently shifting due to violent air currents."" Due to the wind currents dirigibles would not be able for to stay still to allow the passengers to get off of the dirigiblel. They once tryed this. ""In December 1930, the @ORGANIZATION2 dirigible los Angeles approached the moorning mast but could not get close enouh to tie up bacase of forceful winds."" If the winds blue strong eneogh it could @CAPS1 the dirigible into a sharp object. After this atempd there was an; ""The building was an existing low against airships flying too low over urban areas."" ""It would make it illegal for a ship to ever tie up to the building."" @CAPS2 any dirigibles could never tie up the the building because of this new law. The biggest obstacle was the winds. The winds were because it's put tremondos stress on the building.",Does the essay mention obstacles faced by builders?,1,train,c5
767,1256,"The builders of the empire state building faced many obstacles with allowing dirigibles to dock there. For one thing, they were mainly ""hydrogen rather than helium, and hydrogen is highly flamable"". A fire in one of these would be devastating being over an enormous city like New York. The wind currents would also make it impossible to dock there. ""The ship would swivel around the mooring mask"", and could even potentially puncture the frame. The whole idea was dangerous and risky. In fact, it would of been illegal for flying ""too low over urban areas"". Not only was it dangerous, but aganst the law too. Overall, these were the obstacles that workers faced, and the obstacles that won out in the long run.",Does the essay mention obstacles faced by builders?,1,train,c5
768,53,"In the passage ""The Mooring Mast"" by Marcia Amidon Lüsted, she talked about the obstacles facest when trying to allow dirigibles to dock on the Empire State Building. The three main obstacles was the safety, mother nature and existing laws. One of the greatest obstacle was because of safety. Lüsted states, ""... Never fulfilled its purpose... The greatest reason was one safety: Most dirigibles from outside the United States used hydrogen rather than helium, and hydrogen is highly flammable."" Because hydrogen is highly flammable there would be no way that would be safe. The building could catch of fire and be a danger for all. Secondly, nature itself would have an affect on the dirigibles. Lüsted states, ""The greatest obstacle to the successful use of the mooring mast was nature itself. The winds on top of the building were constantly shifting due to violent air currents."" The violent air currents couldnt allow dirigibles to be on the Empire State Building because you can't have dirigibles with violent air currents. It isnt safe. Lastly, laws was an obstacle the builders had to face: Lüsted's knowledge is, ""The other practical lesson why dirigibles could not moor at the Empire State Building was an existing law against airships flying too low over urban areas."" The law was a huge obstacle for the builders building the dirigibles. Because you can't build something with it being against the law. Because of safety, mother nature and laws, thats what stop the builders from building the dirigibles.",Does the essay mention obstacles faced by builders?,1,train,c5
769,1086,"The builders of the Empire State Building faced numerous obstacles in attempting to allow dirigibles to dock there. While designing the mast, the architects faced problems including wind pressure, safety, and practicality. The frame was not strong enough to undergo the stress and wind pressure from the load of the dirigible. The foundation of the building, which was approximately @NUM1 feet below, would have had to be strengthened and modified if it was going to be able to handle the movement of the dirigible attached by a single cable tether. Safety was the greatest obstacle that the builders faced most dirigibles used hydrogen to make them lighter than the air. However, this hydrogen was highly flammable causing many dangers. Since New York City is such a thickly settled area, the risk of a fire was too dangerous to take. Finally, instead of dirigibles landing in open fields they would have to dock eleven hundred feet above the ground in the words of Marcia Amidon Lüsted, ""using these (dirigibles) at the Empire State Building, where they would be dangling high above pedestrians on the street, was neither practical nor safe.""",Does the essay mention obstacles faced by builders?,1,train,c5
770,281,"The building of the Empire State building was a project which faced many obstacles. Due to the additional plan of building a mooring mast at the top of the building, A series of challenges and possibilities were forced to be taken into consideration. Firstly, the addition of a mooring mast to the top of the building, would significantly weigh down the building, adding stress to its frame. Because of this, over @MONEY1 worth modifications would have to be made to enforc the building's frame and stabilize it is a whole. Laws and regulations about how high airships could hoover over urban areas also restricted the use of the mast as because the building was located in the middle of a city, a densely populated area with thousands of pedestrians below, it was clearly neither practical, nor safe. Furthermore, Nature itself was the greatest obstacle to the success of the mast as because many foreign dirigibles used hydrogen instead of helium, this risked a fire hazzard. Lastly, strong winds and violent air currents all in all prevented the construction of the mast, as using the top of the building as a dock for airships maybe just a bit far fetched.",Does the essay mention obstacles faced by builders?,1,train,c5
771,393,"Through life many people plan to make or build an amazing object but have to acomplish amazing feats in order to do this. In the excerpt ""The Mooring Mast"" by Marcia Amidon Lüsted, @ORGANIZATION1 plans on building the tallest building in the world, but in order to do this he has to defeat many obstacles that you and I may never even think of. On December 11, 1929 the Empire State building was announced the world's tallest building. In making this huge building there were many obstacles. One of the obstacles was allowing dirigibles to dock on the building. ""The greatest obstacle was nature itself. The winds on the top of the building were constantly shifting due to violent air currents."" This quote shows that it may be unsafe to allow dirigibles to dock due to the winds. Another quote that shows an obstacle of having dirigibles docking at the empire state building is, ""an existing law against airships flying to low over urban areas"". This quote shows that it might be illegal to allow dirigibles to dock on the empire state building. In life we defeat great obstacles but sometimes we cannot defeat the obstacles we face.",Does the essay mention obstacles faced by builders?,1,train,c5
772,5,"The builders of the Empire State building faced many obstacles in allowing dirigibles to dock. For example the building had to be reframed because its original frame could not support the weight of a dirigible on top it. Also the materials inside dirigibles are highly flammable so an accident above an urban area thats highly popuated would have been costly/fatal. Another obstacle was the wind, since the winds on top of the building were constantly shifting due to violent air currents the dirigible would be swiveling around and unstable, thus making the idea for docking dirigibles on top of the empire state building unpractical and unsafe.",Does the essay mention obstacles faced by builders?,1,train,c5
773,1679,"In the excerpt, ""The Mooring Mast"" written by @PERSON1, there were obstacles the builders of the Empire State Building were faced with that should have been apparent before they built the mast. ""The greatest obstacle to the successful use of the mooring mast was nature itself."" It says in the ""The Mooring Mast"" that at the top of the building winds were constantly shifting due to violent air currents. Also if the dirigibles were tethered, the back of them would move around while the dirigibles would also be high above the city with people watching. Unsafe for many. ""An existing law against airships flying too low over urban areas."" It's illegal for a ship to tie up with the building or to even go to an area like that. These thing should have been brought to the builders attention with obstacles such as nature and lawbreaking are in play.",Does the essay mention obstacles faced by builders?,1,train,c5
774,477,"From what seemed to be a very possible way to make the Empire State Building famous to relizing how hard it was going to be the builders of the Empire State Building faced several obsticals in allowing dirigibles to dock. These problems included added Stress to the buildings frame. Therefore the foundation would have to be motified and Strengthened to accomodate this added stress."" Not only did the builders have to worry about structural but the winds. ""The winds on top of the building were constantly shifting due to violet air currents"" After all of the obsticlas the builders finally realized that this ""dream"" was impossible to overcome",Does the essay mention obstacles faced by builders?,1,train,c5
775,444,"There were many obstacles that stood in the way of the of allowing dirigibles to dock there. The layout of how the mast would be used was not carefully thought out. One reason is because must dirigibles used hydrogen rather than helium, which was highly flammable. Due to the fact the dirigible would be relatively in close proximity with the pedestrians and other buildings, it would be unwise to use the mast. In addition there was an existing law stating that the dirigible could not fly low in urban areas, which it would do just that if it attached to the mast. Also, the force of the wind could spin the back of the dirigible, causing it to go around and around the mast. The solution would be to put heavy blocks in the back that could cause it to fall on top of the pedestrians. Overall, there were many reasons why it was unreasonable to allow dirigibles to dock there.",Does the essay mention obstacles faced by builders?,1,train,c5
776,1252,"Al Smith faced some obstacles while attempting to allow dirigibles dock on the mast on top of the Empire State building. The first problem him and the architects faced was they couldnt just put the mast on top of the building's flat roof. The mast would add stress to the buildings frame. Also, the dirigibles load and the wind would add stress. Another reason was safety. Most dirigibles used Hydrogen which was highly flammable. Also, the winds at the top of the building had violent currents. The winds were always shifting which would cause the back of the ship to move. Lastely, the dirigibles couldnt fly near the building because there was a law against air crafts flying to low over urban areas which made it illegal for dirigibles to tie to the mast anyways.",Does the essay mention obstacles faced by builders?,1,train,c5
777,920,"The builders didn't have a suitable landing area for the Dirigible, and if the Dirigible were to land on the Empire State Building's flat roof would add stress to the building. Money was one of the big issues the builders faced. In paragraph @NUM1 its saying that the greatest obstact was nature, The heavy winds on top of the building were shifting due to the violent air current. for the Dirigible itself would be swivel around the mooring mast, and for the safety of the people as well. Another obsticle was the law, that flying too low over urban areas were not allowed.",Does the essay mention obstacles faced by builders?,1,train,c5
778,292,"In the excerpt, The Mooring Mast by Marcia Amidon Lüsted, the builders of the Empire State Building faced many obstacles to allow dirigibles to dock there. One obstacle was the lack of a suitable landing area. So Al Smith thought putting a mooring mast at the top of the building, would allow dirigibles to dock there several hours. It would allow the dirigibles to refuel or get serviced and let passengers on and off. Another obstacle would be how the dirigible would be moored. It would be held by a single cable tether, which would add stress to the frame of the building. The stress of the load and wind pressure would have to be transferred all the way to the foundation of the building, which was about eleven hundred feet below. Third obstacle would be using hydrogen or helium. If they used hydrogen it is highly flammable, and the German dirigible Hindenburg was destroyed by fire. Those are some of the obstacles the builders had to face in attempting to allow dirigibles to dock there.",Does the essay mention obstacles faced by builders?,1,train,c5
779,246,Allowing dirigibles to dock at the Empire State building came with a lot of obstacles to make it work. One obstacle is their expanded use in New York City was the lack of a suitable landing area. Some dirigibles were as long ase one thousand feet long which is equal to four blocks in New York City. Another obstacle is they could not drop a mooring mast on top of the Empire State building's flat roof. This would add stress to the buildings frame and to dirigibles moored up their.,Does the essay mention obstacles faced by builders?,1,train,c5
780,572,"The builders of the @CAPS1 state building faced many problems in attempting to allow dirigables to dock there. Their first problem was that it would add lots of stress to the building. This means if they had a dirigible tied up to the building in the wind it would put weigh on the building or pull it around. ""Nature was their greatest obstacle"" and it was very unsafe to have something like that hanging over the crowded streets of New York. In an atemp to make the building stronger the builders had to spend over ""sixty thousand dollars"" on the improvement of the skeleton or frame. There were also laws in place that did not allow large aircraft to fly low over a crowded city. This tells us that even if they did build the mast it would be illegal for the dirigibles to land there. There were many problems and the landing of a dirigible on the empire state building never happened.",Does the essay mention obstacles faced by builders?,1,val,c5
781,341,"In the excerpt the builders of the Empire State Building had many obsticales to deal with. They had to make sure the dirigiles good go high enough and be safe for passengers to board and get off safely. The builders had to deal with alot.""The architects could not simply drop a mooring mast on top of @ORGANIZATION1 roof."" Because of the buildings hight they were uable to make things work. The dirigible was too much and it added stress to the buildings frame, to unload things it was to difficult the floor it needed to be on was too low.""The as yet unsolved problems of mooring airships to a fixed mast at such a height made it desirable to postpone to a later date the Final the final instalation of the landing gear."" The project was so difficult that they had to quit the task and expand at another time. The workers were devistated.",Does the essay mention obstacles faced by builders?,1,train,c5
782,113,"Problems the builders of the Empire State Building cam across were some tricky, life threatening ones. The first being as mentioned in paragraph @NUM1. When it explains that if a dirigible was to try and dock and something went wrong and it caught on fire, their would be serious damage done to the people below on the streets. Another obstacle the builders had to deal with was the ""greatest obstacle"" in paragraph @NUM2. the fact that the wind a top of the tower would be whipping the dirigible around with just a cable holding it to the mooring mast. Not making it safe for anyone around the building or in the blimp. One other reason the builders had to figure out when building the mast, was that no airships flying low could enter the area as mentioned in paragraph @NUM3. Those are some of the problems the builders had to face if they wished to dock dirigibles on the building.",Does the essay mention obstacles faced by builders?,1,train,c5
783,591,"The obstacles builders faced in attempting to allow dirigibles to dock at the Empire were saefty, nature, and U.S law. Saefty was a major obstacle because, ""Most dirigibles from outside the United states used hydrogen rather than helium and hydrogen is highly flammable"" (@CAPS1 @NUM1 lin @NUM2). Nature itself was another obstacle faced in allowing dirigibles to dock at the empire state building. ""The Winds on top of the building were constantly shifting due to violent air currents"" (@CAPS1 @NUM3 line @NUM4). One final obstacle that would hault the docking of dirigibles at the Empire State building was U.S law. The law was agaist airships flying too low over urban areas. This law would make it illeagle for a ship to ever tie up to the building or even approch the area"" (@CAPS1 @NUM5 line @NUM6).",Does the essay mention obstacles faced by builders?,1,train,c5
784,24,They @CAPS1 A alot problem with people @CAPS2 about Airship on @CAPS3 @CAPS4 with the @ORGANIZATION1,Does the essay mention obstacles faced by builders?,0,val,c5
785,2,"When building a great task, many obstacles need to be faced. For the builders of the Empire State Building it was ones concerning the docking of dirigibles, or blimps. One was safety. The builders had to make sure it was safe to dock on and off the blimp, and it was safe to fly. ""Most dirigibles from outside of the United States use hydrogen rather than helium, and hydrogen is highly flammable."" People wouldn't be safe on a blimp that could expload at any moment. Another obsticle the builders had to face was building the mooring mast itself for docking. ""The winds on top of the building were constantly shifting due to violent air currents."" The blimp wouldn't be able to hold correctaly to the mast and it would move around too much. It wasn't safe or practical for anyone. These are some obsticales many builders have to face, but the ones of the Empire State Building overcame them well.",Does the essay mention obstacles faced by builders?,1,train,c5
