,Id,EssaySet,Score1,Score2,EssayText,split
994,14621,6,0,0,"meiosis, mitosis, lysosome,they all control what is going on inside of a cell",train
995,14719,6,0,0,The cell uses energy to control the movement.The cell nucleus can control the movement.The proteins in the cell can control the movement.,train
996,14502,6,1,1,Cells use diffition the a transport that does not use energy.  Cells use passisve transport where a sudstance comes into a cell.  Cells use active transport which a cell uses energy to grab a substance.,train
997,14841,6,0,0,"There are three known processes used by cells to control treh movement of substances across treh cell membrane. One of these ways is that treh cell forms itself around treh substance and then closes in, with treh cell membrane moving around it, therefore positioning it inside treh cell. Another way is that treh cell 'opens up' when treh substance or substances come in contact and then 'closing' after it reaches across treh cell membrane. Another way is that treh cell would move to it, and then absorbs it, in a way of speech.",train
998,15086,6,0,0,diffusion the golgi and the rough endoplasmic reticulum,train
999,15674,6,1,1,"One process is active transport, which is transport with the aid of transport proteins. Transport proteins help to get the substances to move through the plasma membrane. Another process is passive transport, which is not very differet from active transport, except this transport does not use the aid of transport proteins. The substances move without them.A third process is exocytosis or endocytosis.Exocytosis is the secreting or expelling of unwanted materials or wastes.Endocytosis is the surrounding and engulfing of materials.",test
1000,14257,6,1,1,"Three processes used by cells to control the movement of substances across the cell membrane are the sodium potassium pump, endocytosis, and exocytosis.      The sodium potssium pump pumps sodium ions out and potassium ions in. It is a form of active transport,     Endocytosis moves large materials into the cell by the use of a vesicle; it is a form of active transport.     And exocytosis moves large materials out of a cell by the use of a vesicle; it is also a form of active transport.",train
1001,15692,6,1,1,Cells use diffusion to get materials through the cell membrane. They also use osmosis to get water in and out of the cell. Some also use facilitated diffusion which uses energy to move things.,train
1002,15332,6,0,0,cells have cell walls. they block things from getting in and leaving. they protect them.,train
1003,15749,6,0,0,use there tails to whip around and transfer information.they stretch out and find something closest to them.connect together and form one cell.,train
1004,15056,6,0,0,"Three processes used by cells to control the movement of substances across the cell are, one the cell wall, which is used to keep things out of it and another one is the mitochondria maximizes cellular respiration by and lysomes take unwanted proteins out of the cell.",train
1005,14772,6,2,2,"Cells have receptors on their outside, that are in the phospholipid bilayer, that only allow substances in if they match up to the receptors perfectly. Cells also use a process in which they form a 'bubble' around a substance (endocytosis) that they want to bring into the cell (this uses ATP). Another process that cells use to control the movement of substances across the membrane is exocytosis, which is when the cell gets rid of substances by forming a 'bubble' around the substance and sending it out of the cell. This is very similar to endocytosis except it is used for the opposite goal.",train
1006,14732,6,0,0,"The processes used by the cells are osmosis, facilitated transport, and active transport.",train
1007,14043,6,0,0,Nuclear envelope- it is used to take waste out of the cell.Lysosomes,train
1008,15354,6,0,0,ANAPHASE PROPHASETELOPHASE,train
1009,14942,6,0,0,plasmembreane to movemovement to move around the cellplacement to place something in the cell,train
1010,15223,6,0,0,mitosis moving cells.,test
1011,14992,6,0,0,CELL WALLNUCALUS,train
1012,15349,6,1,1,"The cell uses its cell membrane to monitor what goes in and out of a cell.  One processes lets substances enter the cell and one process releases substances from then cell.  They can control the movement through diffusion, which means that particles are spread apart equally inside and outside of the cell. Also the cell uses osmosis, which controls the movement of water.",test
1013,14862,6,0,0,"One decription of a way the cell controls movement is by it's cell wall. The cell wall protects and sheilds the cell.     Another decription of a way the cell controls movement is by the nucleus. The nucleus keeps the cell functioining.     Lastly, another way the cell controls movement is by ribosomes.",train
1014,15410,6,0,0,1) Macroo molecules like proteins help substances move across the cell membrane.2) lipids also help the substances move across the cell membrane,test
1015,13989,6,0,0,cillia- these are short hair like projections that cover the outside of the cell.cell membrain- a barier that lets protiens and food in and out of the cells baodycell wall- also a baier but on plants it helps take in light and releses excces water.,train
1016,14083,6,0,0,MOVE,train
1017,14947,6,0,0,The cell membrane will only allow certain things to pass through. The cell membrane is jelly like so if it bumps into another cel there is no damage. The cell membrane doesn't allow carbon into it.,train
1018,15075,6,0,0,"The cell uses mitochondria on the cell membrane to move substances across. Also, the cell membrane can control what substances goes in and out, and it can block out certain substances. Lastly, the cell could use flagella to help move the substances also.",train
1019,15032,6,0,0,blood movement cells,train
1020,14473,6,3,3,active transport- active transport is when a cell uses energy to transport substances across the cell membranepassive transport- passive transport is when a cell transports materials across the cell membrane without the use of energyosmosis- osmosis is the transport of substances through the semi-permeable membrane (water),train
1021,15705,6,0,0,"Protien synthesis, moves the protien around the cell.The cell membrane doesn't let certain things in or out of the cell.Amio acids.",test
1022,15689,6,0,0,1) send signals to nerves2) Move itself places3) Make whole groups of cells,train
1023,14717,6,0,0,"The nucleaus will let in sugar if it needs it, it will produce lysosomes if it absorbs unwatned materiel, it will export protiens to the body if the body needs it.",train
1024,14040,6,0,0,cell wall which controls what goes in and out of the cell.nucleas is the brain of the cell/centermitochondria is the power house helps keep things moving,train
1025,14978,6,0,0,a cell controls the movement so it can contrarn the so it can get DAN to the place it needs it.,train
1026,14654,6,0,0,OsmosisMitosisMeosis,train
1027,15020,6,0,0,First the tranportation of materials the cell needs to survuve. Seconed the transportation of waste out of the cell. And Third the transportation of nutieants to the body and other cells that need it.,train
1028,15592,6,0,0,"Cilia- Hair like structures that cover the organism, the friction of the hairs moving allows the organism to moveFlagellum- A long whip like structure is wiggled and the organism moves.",train
1029,14700,6,0,0,"production, energy,",train
1030,14997,6,0,0,"The cell moves across it by diffusion, respiration, and movement.",test
1031,14278,6,0,0,1.photosynthisis2.resperation3.digestion,train
1032,15399,6,0,0,They use osmosis to go through the cell membrane using water.Cellular respiration feeds the substance through with the help of the mitochondrion. Protien synthesis goes through the membrane after the ribosomes produce them.,train
1033,14660,6,0,0,reproduction,train
1034,14764,6,1,1,"The first process that cells use is diffusion. Cells have membranes that control what makes it into the cell and what cannot get inside the cell. The second process cells use are tunnel-like objects. Certain tunnels only can carry certain substances across the membrane and into the cell, such as a tunnel only being used for carbon. The third process cells use is called osmosis. Osmosis is the diffusion of water across a semi-permeable membrane. Water is a very simple and easy to carry molecule, so it easily diffuses, unless there is a balance of water on the inside and outside of the cell-equilibrium.",test
1035,14595,6,0,0,cells carry them to the places they need to beas the cell goes across the membrane as the substance is being used. the substance would be used up again after the first time.,train
1036,15484,6,0,0,"Interphase, Anaphase, Telophase",train
1037,15697,6,0,0,"They use Flagelates, pseudopods, or cilia.",train
1038,14664,6,1,1,Passive - Goes in and out the cell without using energy,train
1039,14995,6,0,0,"the eukaryote carry the cells from the cell membrane. They go through meiosis, and mitosis. Then they put up a cell wall and put chloroplast around the outside of the wall.",train
1040,14536,6,2,2,"1. ACTIVE transport- moveing substances acroos the membrain that requiers energy 2. passive transport- moves matereals acrose the membrain, requiers no energy",test
1041,14811,6,0,0,The endoplasmic reticulum helps proteins travel through the cell.  Transcription and translation also take place in the cell.,train
1042,14174,6,0,0,"reproduction,",train
1043,15747,6,3,3,"The plasma membrane is selectivly permeable.  It lets oblects in or out of the cell.  Diffusion lets objects move through the plasma membrane along the concentration gradient, without the need for energy.  Facilitated diffusion lets objects too big to fit through the plasma membrane enter the cell through transport proteins without the need for energy.  Active transport lets objects enter the cell against the concentration gradient through protiens.",test
1044,14582,6,0,0,"Firstly, there are only so many entrances through the cell membrane that food or other things can enter through. Secondly, if the cell get to much food or other things inside of it, it will close these holes. Thirdly, there are organisms inside and outside the cell that control the flow of food",test
1045,15418,6,0,0,Flagellum.,test
1046,15352,6,0,0,"there are thre different movements for substances in a cell.  one movement of substance is when the cell is swelling and is too full and to move it it uses a method to push the substance to another cell.  another movement is when there is less substance in a cell, causing it to shrink and it uses a method to let substances enter.  when the cell is making substance leave it is pushing against the normal flow making it harder and using  more energy. but bringing more substance in for a cell uses little to no energy at all for a cell.  the third method is when two cells are equlvalent in substance to each other and does not swell or shrink, but stays constant.",train
1047,15049,6,3,3,"The first process used by cells to cross the membrane would be known as diffusion. Diffusion uses no energy when particles are moving from a concentration of high to low. If they are moving from a concentration of low to high then this does use energy. Diffusion continues until the membrane has obtained equillibrium on both sides.      The second process of cells moving across the membrane is known as osmosis. This is the same as diffusion only water molecules are attempting to cross the membrane. This type of diffusion is known as passive transport and requires no energy. Water needs to be moved in and out of the cell by osmosis to maintain homeostasis.     Facilitated Diffusion is the third process by which substances move across the membrane. This is done by a membrane protein and requires signal molecules to signal the protein to open and close. Once the substance has entered the membrane protein, the protein closes on the outside of the membrane and opens on the inside of the membrane, letting the substance in.",train
1048,15195,6,0,0,tRNA-sends a message to the nucleus  translation gets waste material out,train
1049,14486,6,0,0,The cell wall desides what comes in and out of the cell throught its small holes that help make up the cell wall.The holes in the wall help suck in the nutrients that the cell needs.the holes also help remove waste from the cell membrane.,train
1050,14783,6,0,0,"cells use vacuoles to break down any free living substances, cellular respiration for the cell to breathe, use the membrane to keep out any unwanted substances.",train
1051,15389,6,0,0,Facilitated diffusion: From high to low concentatration.Osmosis: From low to high concentration.Permeable mambrain allows the substances to pass in ot out of the cell.,test
1052,15104,6,0,0,selective promobility is one way that the cells control the substances,train
1053,15404,6,1,1,"the three processes used by cells are diffusion, osmosis, and isotonic.osmosis is the movement of water from high to low. othrough a barrier to level the isotonic levels. diffusio is the movement of water from low to high to even out the levels of water",test
1054,15656,6,0,0,"The cell can suck food in, can spit it out, and can hold it in place with the membrane.",train
1055,15541,6,0,0,The cells use the cell wall and the nucleus.,train
1056,14112,6,0,0,"Their is a cell wall for plants to protect them selves from bieng hurt.The cell memabrane controls what enters and exit the cell at all times.The nucleuse tells how the cell to function, so it controls the cell membrane and tells it what can enter and what cant.",train
1057,14969,6,0,0,"They can use their cilia, flagella or they could not move at all.",train
1058,14325,6,0,0,the cell membrane is controlled,train
1059,14446,6,0,0,"Cellular division, Cellular respiration, Cellular reproduction.",train
1060,14839,6,0,0,"1. The cell membrane has tiny pores in them, so the pores could block out certain substances that might not fit through. 2. The cell could move to a certain location to 'get away' from the particular substance being produced in it's current area.3. The cells pores have a gateway to them that could allow certain substances to get in and others to stay out.",test
1061,14542,6,0,0,The holes in a cell membrane let proteins and other good or bad things that cells need into and out of the cell by opening and closing.The nucleous tells the cell membrane when and when not to open its holes up to let things in and out.,train
1062,14828,6,0,0,"Osmosis - the movement of particle from greater areas of concentration into areas of lesser concentrationcell permeability - the cells way of controlling what is allwoed through, and what is notpinocytosis - the movement of of small particles across the plama membrane",train
1063,15336,6,0,0,1.interphase2.telopahse3.metaophase4.anaphase,train
1064,14009,6,0,0,one is the edoplamick reticulum. and two is the cell mimbraint.,train
1065,15204,6,0,0,The way the cells move around.,train
1066,14415,6,0,0,Reproduction of the cell.,train
1067,15449,6,0,0,cydokenesisendoparticulum movment,train
1068,14672,6,1,1,Cells use various types of processes to move substances across the cell membrane.  Osmosis is the process in which water is transfered between cells of diffrent types.  Cell membrane also detects which kind of materials allow to enter the cells and it will only allow it pass if it has a certain protein coating.,train
1069,15680,6,0,0,Different parts of the cell control the movement of substances across the cell membrane.  The nucleus carries out genetic information such as DNA to the rest of the cell.  The mitochondrian transport energy throughout the cell.  The cytoplasm allows this movement to take place throughout the cell as well.,train
1070,14955,6,0,0,"The three processed diffusion of oxygen, osmosis of water, and faciliated diffusion.",train
1071,14721,6,0,0,1. Transports information throughout the body2. Carries oxygen throughout the body3.,train
1072,15540,6,0,0,GOES WITH OTHERE MOVEMENT.IT USES A TAIL.HAS A WAY,train
1073,15057,6,1,1,1. Active transport - uses enery to move subtances through a carrier protien to the rest of the cell2. Facilitated transport - does not use energy to move substances through a carrier protien3. Passive transport - the suctances move right on through the membrane with using any energy.,train
1074,15112,6,0,0,The cell membrane blocks certain things from entering and leaving the cellCells membranes fight off any mircroorganisms that try to enter and arnt supposed tooIf the cell membrane doesnt recognize it it wont let it in,test
1075,14476,6,0,0,"Three prcesses used by cells to control the movement of substances across the cell membrane are: defication, ribosomes, and cell pores.",train
1076,15296,6,0,0,The cell nucleus controls what goes in to the cell and comes out of it.,test
1077,14233,6,0,0,the cells absorb it and carry it to where it has to go. the cell pushes it. the cell flows with it to make it go where it has to go,train
1078,14343,6,0,0,Cells travel through the human body when they are needed. It only takes a matter of seconds for them to get to where they are needed. Example: if you got a scratch on ur knee the second its ripped open and there are diseases and bacteria trying to infect it. There are anti bodies and white blood cells are fighting it off.,test
1079,15714,6,0,0,They use one process where it just glides across the cell.One process is used to carry it over.And one process is used to slide it across the cell. Transcription Translation and Transversion,train
1080,14169,6,0,0,movement move the cell to its destination growth gets bigger for more length speed is the main priority to get to its destination,train
1081,14282,6,0,0,"Three of the processes that cells use to control movement into and out of the cell membrane are protein channels that let substances pass through them, Endosymbiosis allows large substances to enter, and Exocytosis allow larger substances to exit the cell.",train
1082,15594,6,0,0,The cell has holes in the membrane that allows substances to enter into the cell.The cell will reject any foreign substances from entering.,train
1083,14280,6,1,1,"Substances that are passing out and going in through the menmbrane are wastes that have to go through phosphate groups. Osmosis, which if water moving to an area of high concentration to and area of low concentration, either makes the cell shrink or swell with water. It could result in dehydration or overhydration. Thing thats are too big to pass through the cells pores are not allowed intrance nor exit. Wastes and food particles move in and out through the cell's membrane.",train
1084,15659,6,0,0,"endocytocis, exocytocis, ion channels",train
1085,15625,6,0,0,Diffusion is used by cells to allow substances to enter the cell,train
1086,15171,6,0,0,"Cells use osmosis,passive transport, and also diffusion to control the movemnet of substances across the cell membrane.",train
1087,14541,6,0,0,one part opens and kinda suck it in and another part filters to keep the bad thing out and then the first part which is the cell membrane closes back up.,train
1088,14340,6,0,0,the substancs is put in to the golgi and packaged then put through protine and passed through the cell wall,train
1089,14104,6,1,1,First the cell can move water across the cell by using osmosis.  The cell can also use a process caled respiration which is when the cell moves oxygen across it. And the third is waste removal.,train
1090,13974,6,0,0,The membrane is permeable which allows smaller cells to go through. Membranes have cells that create openings for larger cells.,train
1091,14974,6,0,0,"cellular respiration, ion channle, lipid bilayer",train
1092,14987,6,0,0,1. direction2. movement3. and reason,test
1093,14835,6,0,0,"The cell has osmosis, which means the substances move through the membrane surface, not across. It also has Diffusion, which is how it moves things across the surface of the membrane. It also has another thing, but i can't remember it.",train
1094,14756,6,0,0,AnaphaseProphaseTelophase,test
1095,14782,6,0,0,"cellular respiration which helps the movement digestive system, how the organism gets food and how it reproduces",train
1096,15701,6,0,0,the lipeds let the suff in that is needed for thecell,train
1097,14122,6,0,0,The membrane just let the thing that has to go out out and the stuff that has to get in get in.,train
1098,14775,6,0,0,"Cells use the membrane to move transporter proteins in and out, Also marker proteins.",train
1099,14958,6,0,0,Diffusion which is a process where substances are transported across the cell membrane.,train
1100,14170,6,0,0,they control regulation by having little holes that let substances through substance that are to big are not aloud through,train
1101,14412,6,0,0,1. Osmosis2. tRNA3.,train
1102,14581,6,3,3,"Cells use passive transport to help substances move across the cell membrane. The substances are going through diffusion and following their concentration gradient.Cells use active transport, also. During active transport, energy input is needed from ATP to move a substance against its concentration gradient.Cells use endocytosis and exocytosis to move things into and out of the cell. In exocytosis, vesicles fuse with the cell membrane and release their contents outside of the cell. In endocytosis, the cytoplasm moves inward and forms a vesicle around the incoming material.",train
1103,14901,6,0,0,the cell wall protectsthe cell from substances coming in or going out of the cell.,train
1104,14710,6,3,3,Active Transport-This is the transport of something when energy is neededPassive Transport-This is the transport of something without using energyDiffusion-This is the natural movement of a higher concntration to a lower concentration.,test
1105,14690,6,0,0,"The chromosomes help move things acroos the cell, the chemicals, and the substanes in the cell help move",train
1106,14151,6,0,0,Every cell from a cell.,train
1107,15654,6,0,0,three processes used by cells to move substances across the cell mambrane are:1) Active Transport2)3)Difussion,test
1108,14482,6,1,1,One of the processes is through cell diffusion. The second type is through the process of osmosis which pulls water through the cell. The third type is mitosis.,train
1109,15067,6,0,0,"1) Mitosis- the cells seperate and move to opposite ends of the cell membrane. Which can somewhat guard the movements.2) Meosis- The same process occurs as in mitosis, except more cells will be produced. Gaining more control for the cells. 3) Reproduction: the cells can reproduce many time, then the cells can have full controll over the cell memebrane. Making it hard for harmful substances to enter the membrane.",train
1110,14873,6,0,0,"The movement acrosss the cell membrane is controlled by the type of cell, the membrane, and the flagella.",train
1111,13999,6,0,0,Cells use diffusion to transfer water across the membrane. They also use protien holes to move the larger substances. Some things that they move across simply pass through the membrane,test
1112,15515,6,2,2,Difusion is where gases move across the cell from highest concentration to lowest ceoncentration.Osmosis which is when water diffuses through a membrane from highest concentration to lowest concentration.,train
1113,15161,6,0,0,"Osmisis, one using energy, one not using energy",train
1114,14481,6,1,1,osmosis- is the movement of water through the cell membrane. diffusion- is the movent of any substance through the cell membrane.flegella- the flegella are arms that help the cell move and let substances travel through the cell membrane.,train
1115,14117,6,2,2,Difusion movement of particles across a membrane.Osmosis movement of water across a membrane.Fucilited diffusion movement of large particles across a membrane with help from proteins.,train
1116,14048,6,0,0,"mosmis, diffisen, miosis",train
1117,14634,6,0,0,One process used by cells to control the movement of a substance is that the nucleous. An other way the cell controls movement is when the ribosomes carry information from one  thing in a cell to another. Lastly is when the RNA and DNA make up sequences telling what should happen in  the movement of the cell.,train
1118,14817,6,0,0,Ananphase metaphase prophase,train
1119,14157,6,1,1,the selective permeibility of the cell lets some things in and out but not others,train
1120,15175,6,0,0,They let substances in  and out through the membrane.  all the organs in the cell have a suspecific job to do to get what the cell needs,train
1121,15557,6,0,0,1)flagella to make the cell move.,test
1122,14996,6,0,0,"The mitochondria, chloroplast, and the eukaryotic cell.",train
1123,14562,6,0,0,The nuclius is the brain of the cell that controls everything.  The vacuol takes all unessisary wast and bacteria out of the cell. The mitocondrian surve to maximize cellular reperation by increasing cellular communication.,train
1124,13971,6,1,1,Osmosious controls the movement of water across the cell.Diffusion controls how gentic information is moved to another cell.Sodium potassioum pump moves sodium and potassioum around the cell through tubes.,train
1125,15546,6,0,0,"The three processes are diffusion, osmosis, and polymerization.",train
1126,14696,6,0,0,They us the gelaton type substance to capture it.They use photosynthesis for energy.They control the movement so that no energy is wasted.,train
1127,14747,6,0,0,The cell stretches its body to move .,train
1128,14429,6,0,0,"MEOSIS,MIEOSIS,MUTATION",train
1129,14614,6,0,0,"cell wall: it can allow things to enter or leave , so it can control how the movement across the cell membrane.cells move causing the movement also to be determinedhow healthy the cell is.",train
1130,14005,6,0,0,Cells have protective layers that could prevent harmful substances from entering throug the cell membrane.,train
1131,15735,6,0,0,Cell wall- allows certain things to enter and exit the cellThe light and dark reactionsPhotosynthesis,test
1132,14161,6,1,1,The cell uses a process called osmis to mave water across the membrane.Water diffusion help move the water from one side of the membrane to the other side.,test
1133,14495,6,0,0,"Three processes used by cells to control the movement across a cell membrane are osmosis, diffusion, and active transport.",train
1134,15447,6,0,0,The cell membrane has holes in  it for proteins and enzymes to pass through. It also has a gate to keep unwanted molecules out. Certain molecules must become attached to the passage for the molecule to pass through. Also the cellmembrane itself does not allow  molecules to go through it unless they have the right structure for it to go through.They must diffuse across the membrane.,train
1135,14673,6,2,2,"One way of moving substances across the cell membrane is through Active Transport. Active Trasport uses energy to force substances out of the membrane. Passive Transport also moves substances out of the membrane, but it does not require energy. Diffusion is another way of transporting substances.",train
1136,14131,6,0,0,"selective entering, only certain things can get in the cell, open entry, where anything can come in it",train
1137,14865,6,1,1,"There are three different types of proteins used to transport  substances across the cell membrane.  These three proteins are transport, receptor, and glycoproteins.  Transport proteins transport things directly through the cell membrane, as long as they fit.  Receptor proteins check to see if the thing attemtping to pass through are good for the body or not, and let them through accordingly.  Glycoproteins only open for certain substances to be passed through the cell membrane.",train
1138,14643,6,0,0,"ENERGY,",train
1139,15681,6,0,0,Cells are the basic unit of all living things. Cells have numerous functions such as fighting off infections when they enter out body. They also transport information all over our body. They let the rest of our bodies know what they're suppose to do. Cells also keep us living and breathing.,train
1140,14439,6,3,3,"Cells use selective permiability to control substance movement. The plasma membrane is semi-permiable. It allows water in and out without trouble. However, it acts like a screen because it blocks substances such as sodium from entering the cell. The plasma membrane uses selective permiability because it controls the amout and when of the allowance of substance entrance. Substances enter the cell through carrier proteins. These proteins are surrounded by polar heads and non-fatty acid tails. This membrane is water soluable. The carrier proteins use active and passive transport to move substances in and out of the cell. Passive transport allows substances to move with the gradient and active transport uses cell energy to move substances against the gradient.",train
1141,14092,6,1,1,The cell membrane is on example of an organelle that controls the movement of substances by having a permeable membrane which decides whether something can enter or leave the cell.Also diffusion is when something is transferred in this case in the cell. The cell uses diffusion to gain things that are necessary for the cell to live. Also the last is osmosis which is diffusion in water. This helps water enter and leave the cell helping th ecell to regulate their processes.,train
1142,14215,6,0,0,The proteins control what gets in and out of the cell membrane.If something is too big to get through the membrane it can stretch to make room. Polar heads face out inside and outside of the cell membrane because there is water on both sides. Non-polar tails are smooshed in between the polar heads so they don't touch water.,train
1143,14887,6,0,0,"The cell membrane is used to control the movement of substances across a cell. The cell membrane may block out harmful substances, and the cell membrane will also let substances needed for the process into the cell. The cell membrane is very permable.",test
1144,15230,6,0,0,"Diffusion, osmosis, fagela",train
1145,14588,6,2,3,Endocytosis: the cell uses energy to envelop an outside object into the cellExocytosis: the cell uses energy to envolop an inside object in order to get it out of the cellOsmosis: Water goes through the cell membrane without using energy,train
1146,15709,6,0,0,The cytoplasm helps regulate what comes in and outThe cell wall controls what leaves and comes inRibosomes carry proteins throughout the cell,test
1147,14804,6,0,0,osmosis,train
1148,15006,6,1,1,"Osmosis- the movement of water across the cell membraneCellular respiration- movement of oxygen across the cell membraneHomeostasis- sending out, or taking in nutrients to maintain stability",train
1149,14500,6,0,0,cells use diffusion to move subtstances across the membrane and obtain equilibrium.,train
1150,15342,6,0,0,telophaseanophase,train
1151,14181,6,0,0,"The  processes that the cel uses to control the movemetn of substances across the cell membrane is by having the rule of high concentration to low concentration, and also low concentration to high concentration. If a substance is trying to move across the cell membrane then that substance will have to be able to move for low to high, or high to low concentrations.",train
1152,14414,6,0,0,"osmosis, passive transports, and active transports",test
1153,14946,6,1,1,*Osmosis - movement of water across selectively permeable cell membrane*Diffusion - molecules freely move across cell membrane until both sides have equilibruim*- transfer proteins move molecules out of the cell when there are too many,train
1154,15280,6,0,1,Osomises- The balancing of water inside and outside of a cell or necleaus.I don't remember the other two.,test
1155,14712,6,0,0,I think it is the cell is all was wroking not a stop to caught a air for call  wall is a stonger like a brick of a  orginazisms and he last of the is never it all was movement one place to other.,train
1156,15585,6,0,0,1. Cell membrane-regulates what comes into cell and what is released from cell2.Natural Diffusion-things such as oxygen and water can naturally diffuse across the membrane3.Mitochondria-helps transport nutrients in the cell,train
1157,15461,6,1,1,"Active Transport allows substances to move across the cell membrance from low to high concentration. Active Transport uses energy.Osomis allows substances to move across the cell membrance without using energy. Therefore, moving from a high to low concentration.Diffusion allows substances to move across the cell membrane by diffusing them across the cell.",train
1158,14983,6,0,0,1. Lysosomes2. Mitochondrian3. Rough Endoplasmic Reticulum,train
1159,15159,6,0,0,1) see if the organism is inffected2) move the organism to the cell membrane3) check the organism4)move the oranism out of the cell,train
1160,14436,6,1,1,Osmosis is when water comes through the cell membrane.  Other times the cell opens its membrane and allows a substance to enter.  The last type is when a substance exits the membrane may open up to allow the object out.,train
1161,15163,6,0,0,One type of movement control is passive transportation.,train
1162,14125,6,2,2,"Diffusion, movement from high to low concentration.  Facilitated Diffusion, energy and protein is moved from low to high concentration.  Osmosis, is the movement of water through the cell membrane.",test
1163,15048,6,0,0,cell wall cell membrane nucleus,train
1164,14403,6,0,0,The cell membrane of the cell can help it move. The nucleus of the cell can determine wether the cell can move.,train
1165,15301,6,0,0,MOVES SLOW BECASE OF THE ENYZYMS,train
1166,15212,6,0,0,Endocytosis is used to let large mollecules into cells. Exocytosis is used to get them out of the cells.,train
1167,15645,6,0,0,Cells use their cell walls to stop harmful substances. They also use their flagellum to control the movement across the cell membrane.,train
1168,14469,6,0,0,"cells use cilia, fagella, and sutopods to move things across the membrane",test
1169,14704,6,1,1,"diffusion[ where materials move on water across the membrane], selective permeability[where certain things can leave or enter the cell], and",train
1170,14311,6,0,0,1. Cell membranes that allow enzymes to move across the cell. 2. The nucleaus that controls all the chemical processes in the cell to maintain homeostasis.3. The cell wall that allows only certain enzymes to enter and exit the cell.,train
1171,15400,6,0,0,Seperate- They grow apartReproduce- The Multiply     Conjoin- The from together,train
1172,15279,6,0,0,THE WAY THE CELL MEMBRANE IS DESIGNEDIT LETS SO MUCH WATER IN IT,train
1173,14753,6,0,0,Cell uses the mitchondria to produce energy for the cell. It uses the vacoule to store food and water for future times. Ribosomes use proteins for the cell.,test
1174,14079,6,0,0,tRNAmRNArRna,train
1175,14234,6,1,1,"One is a selectively permeal membrane, which only allows what is neccessary to move across the cell membrane. Another is homeostasis, which keeps everything stabilized. And a last one is osmosis, which allows things to move about the cell membrane.",train
1176,14270,6,3,3,"Osmosis makes water go into or leave the cell. Active transport is when the cell uses energy to bring something into it or make it leave. Passive transport is when theres more of something in the cell than there is outside of it, and so some leave the cell to create equilibrium, or vice versa.",train
1177,14444,6,3,2,"Three processes used by cells to control the movement of substances across the cell membrane are diffusion, osmosis, and endocytosis. Diffusion is the movement of molecules across the cell membrane from an area of high concentration to an area of low concentration. The goal of diffusion is to maintain an equilibrium, and have everything balanced. Osmosis is the diffusion of water across a selectively permeable membrane. Both osmosis and diffusion are forms of passive transport. Passive transport requires no energy from the cell to move substances across its membrane. However, endocytosis is a form of active transport. Endocytosis is the process of moving larger molecules, such a food into the cell. This takes more energy from the cell, and may use enzymes to quicken the process.",train
1178,14036,6,0,0,They don't let anything enter the cell membrane.,train
1179,14408,6,0,0,One is called the cilia. Cilia are little hair like structures that help the cell or organsim move and protect it. And another is a gel like substance that is sticky and slimmy it is what the snails use so they can move it is a thick layer off slim that helps move and protect it.,train
1180,15053,6,0,0,"The cell uses threee processes by the names of mieosis, mitosis, and cell reproduction. Meosis is when the cell divides and turns into another cell aloowing them to increase in numbers. Mitosis Is when the cell membrane forms around the nucleus to protect it. ( this only occurs in Eukaryotic cells ).Cell reprodustion is when cells multiply allowing more cell to be created and a person be healthier.",train
1181,14740,6,0,0,"air, water, nerves.",train
1182,15191,6,0,0,"They use ribosomes to carry stuff around the cell.The nuclieus is the brain, that helps controll the cell.The cell is small enough to move stuff across it.",train
1183,15239,6,0,0,"Division: the cells move upon division as well as reproducing.Entering: the cell membrane allows certain things to go in and come out, then they'll move on to the next thing.Lock-and-Key: the cell allows a ligant to connect and bring glucose in the cell.",train
1184,14977,6,0,0,they processes by cells central movement. They can move by a roddili (spiral).They can process or control their movement by flagella.,train
1185,14623,6,0,0,"They use nuclear envelope which is the processing center of the cell. Ribosomes, which are around cell membrane and Chromosomes that are around the cell membrane too.",train
1186,14611,6,0,0,One process that the cell uses to control movment of substances across the cell membrane is by osmosis. Another procces is faciliated diffusion. The last process of movement of substances across the cell membrane is diffusion.,train
1187,14592,6,0,0,SEPARATE  PASSAGESCERTAIN JOBS,train
1188,15596,6,0,0,Cell differentiationdifusion,test
1189,14762,6,0,0,"the mitocondria help keep dead cells off the cell membrane, golgi apparatus helps keep the substances moving",train
1190,13959,6,0,0,1.they do mitosis so they can stay alive if one cell is dying.2.more substances come in then out3.cell get rid of the stuff they dont need for the cell,train
1191,14442,6,3,2,"1. Passive Diffusion: The passing of substances through the cell membrane, taking no energy on the cell's part.2. Facilitated Diffusion: The passing of substances through the cell membrane that requires energy, working against the gradient.3. Osmosis: Diffusion involving water.",train
1192,15021,6,0,0,"Three processes used by cells to control the movement of substances across the cell membrane, are :diffusion, miosis, and movement.",train
1193,15734,6,0,0,1)mRNA     2)protein synthesis     3)photosynthesis,train
1194,15180,6,0,0,DiffusionRespirationOmnosis,train
1195,14904,6,1,1,"Cells have a selective membrane which only allow certain things to enter and leave the cell. It controls, for example, how much water leaves and enters the cell. Cells also use proteins as means to transport things through the cell to other cells.",train
1196,15578,6,0,0,"transition: tRNA takes information to mRNA, coding it to it.Tanslation: Translation takes the information out into the cell to the mitochondria.diffusion: And the dog jumped over the multi-cellular organism.",train
1197,15160,6,0,0,active transport helps get things through the membrane,train
